emission_type;climate;moisture;livestock_category_type;livestock_production_type;Lagoon;Liquid/slurry;Solid storage;Dry lot;Pasture/Range/Paddock;Daily spread;Digester;Burned for fuel;Pit<1Month;Pit>1 month;Poultry manure;Deep bedding;Composting;Aerobic treatment
CH4;Warm Temperate;Moist;Chicken Broiler;High-Productivity;190,7;96,7;10,5;3,9;0,6;0;10,5;2,6;0;96,7;0;0;0;0
CH4;Warm Temperate;Dry;Chicken Broiler;High-Productivity;198,6;107,1;10,5;3,9;0,6;0;10,5;2,6;0;107,1;0;0;0;0
CH4;Tropical Montane;Dry;Chicken Broiler;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
CH4;Tropical ;Wet;Chicken Broiler;High-Productivity;209;198,6;13,1;5,2;0,6;0;13,1;2,6;0;198,6;0;0;0;0
CH4;Tropical ;Moist;Chicken Broiler;High-Productivity;209;190,7;13,1;5,2;0,6;0;13,1;2,6;0;190,7;0;0;0;0
CH4;Tropical;Dry;Chicken Broiler;High-Productivity;209;193,4;13,1;5,2;0,6;0;13,1;2,6;0;193,4;0;0;0;0
CH4;Cool Temperate;Moist;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Dry;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Moist;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Dry;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Moist;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Dry;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical Montane;Dry;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Wet;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Moist;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical;Dry;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Moist;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Dry;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Moist;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Dry;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Moist;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Dry;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical Montane;Dry;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Wet;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Moist;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical;Dry;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Moist;Chicken Layer;High-Productivity;156,8;54,9;5,2;2,6;0,6;0;5,2;2,6;0;54,9;0;0;0;0
CH4;Cool Temperate;Dry;Chicken Layer;High-Productivity;175,1;67,9;5,2;2,6;0,6;0;5,2;2,6;0;67,9;0;0;0;0
CH4;Boreal;Moist;Chicken Layer;High-Productivity;130,7;36,6;5,2;2,6;0,6;0;5,2;2,6;0;36,6;0;0;0;0
CH4;Boreal;Dry;Chicken Layer;High-Productivity;128;36,6;5,2;2,6;0,6;0;5,2;2,6;0;36,6;0;0;0;0
CH4;Warm Temperate;Moist;Chicken Layer;High-Productivity;190,7;96,7;10,5;3,9;0,6;0;10,5;2,6;0;96,7;0;0;0;0
CH4;Warm Temperate;Dry;Chicken Layer;High-Productivity;198,6;107,1;10,5;3,9;0,6;0;10,5;2,6;0;107,1;0;0;0;0
CH4;Tropical Montane;Dry;Chicken Layer;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
CH4;Tropical ;Wet;Chicken Layer;High-Productivity;209;198,6;13,1;5,2;0,6;0;13,1;2,6;0;198,6;0;0;0;0
CH4;Tropical ;Moist;Chicken Layer;High-Productivity;209;190,7;13,1;5,2;0,6;0;13,1;2,6;0;190,7;0;0;0;0
CH4;Tropical;Dry;Chicken Layer;High-Productivity;209;193,4;13,1;5,2;0,6;0;13,1;2,6;0;193,4;0;0;0;0
CH4;Cool Temperate;Moist;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Dry;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Moist;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Dry;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Moist;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Dry;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical Montane;Dry;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Wet;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Moist;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical;Dry;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Moist;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Dry;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Moist;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Boreal;Dry;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Moist;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Warm Temperate;Dry;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical Montane;Dry;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Wet;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical ;Moist;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Tropical;Dry;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
CH4;Cool Temperate;Moist;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Dairy Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Dairy Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Dairy Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Dairy Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Dairy Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Dairy Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Other Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Other Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Other Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Other Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Other Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Other Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Goats;High-Productivity;0;0;4,8;1,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Goats;High-Productivity;0;0;4,8;1,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Goats;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Goats;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Goats;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Goats;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Goats;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Goats;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Camels;High-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Camels;High-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Camels;High-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Camels;High-Productivity;0;0;8,7;0;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Camels;Low-Productivity;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Camels;Low-Productivity;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Camels;Low-Productivity;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Camels;Low-Productivity;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Camels;Default;0;0;2,8;1,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Camels;Default;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Camels;Default;0;0;5,6;2,1;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Camels;Default;0;0;7;2,8;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Horses;High-Productivity;0;0;4;2;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Horses;High-Productivity;0;0;8;3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Horses;High-Productivity;0;0;8;3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Horses;High-Productivity;0;0;10,1;4;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Horses;Low-Productivity;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Horses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Horses;Low-Productivity;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Horses;Low-Productivity;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Horses;Default;0;0;3,5;1,7;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Horses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Horses;Default;0;0;7;2,6;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical;Dry;Horses;Default;0;0;8,7;3,5;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Moist;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Cool Temperate;Dry;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Moist;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Boreal;Dry;Mules And Asses;High-Productivity;0;0;4,4;2,2;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Moist;Mules And Asses;High-Productivity;0;0;8,8;3,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Warm Temperate;Dry;Mules And Asses;High-Productivity;0;0;8,8;3,3;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical Montane;Dry;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Wet;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
CH4;Tropical ;Moist;Mules And Asses;High-Productivity;0;0;11,1;4,4;0,6;0;0;0;0;0;0;0;0;0
